基金代码,基金名称,名称缩写,基金类型,今年来,近1周,近1月,近3月,近6月,近1年,近2年,近3年,n0,不知道是啥,page_num,数据来源日期,净值,日增长率,total_page_num,手续费,购买起点（元),page_num2,原先手续费,现在手续费
481004,工银稳健成长混合A,GYWJCZHHA,混合型,31.1702,0.4675,-1.6465,26.8195,29.3283,53.9989,78.2705,44.5123,-19.0255,,1,2020-08-14,1.8697,2.3652,1,0.15%,100,1,1.50%,0.15%
001192,上投摩根整合驱动混合,STMGZHQDHH,混合型,37.2672,-1.5225,-0.9802,26.8124,29.9277,55.0172,45.9578,28.8109,6.5284,,1,2020-08-14,0.8991,1.8579,1,0.15%,100,1,1.50%,0.15%
090004,大成精选增值混合,DCJXZZHH,混合型,38.3221,-1.4409,1.8521,26.8041,32.2336,57.8130,76.8672,74.9604,92.6977,,1,2020-08-14,1.6553,1.2850,1,0.15%,100,1,1.50%,0.15%
290006,泰信蓝筹精选混合,TXLCJXHH,混合型,20.5175,1.4988,-1.2735,26.7944,20.9009,32.7512,22.8548,0.8042,-29.0573,,1,2020-08-14,1.1783,1.0549,1,0.15%,100,1,1.50%,0.15%
005094,万家臻选混合,WJZXHH,混合型,41.0359,0.7175,-4.0594,26.7928,11.0702,93.6957,79.0631,,,,1,2020-08-14,1.6284,0.9235,1,0.15%,100,1,1.50%,0.15%
002326,银华聚利灵活配置混合C,YHJLLHPZHHC,混合型,45.7399,-2.4024,-0.3577,26.7881,36.9382,71.8897,91.1161,92.8872,,,1,2020-08-14,1.95,1.0363,0,0.00%,100,0,,
006967,财通行业龙头精选混合A,CTHYLTJXHHA,混合型,,-1.4555,-4.2860,26.7809,,,,,,,1,2020-08-14,1.2796,1.4992,1,0.15%,100,1,1.50%,0.15%
002289,华商改革创新股票,HSGGCXGP,股票型,37.4147,-3.0078,-4.0394,26.7806,25.6845,64.4756,104.8082,,,,1,2020-08-14,1.8316,2.2041,1,0.15%,100,1,1.50%,0.15%
001482,上投摩根新兴服务股票,STMGXXFWGP,股票型,58.5761,-2.8741,-2.2931,26.7788,33.7884,86.4891,109.8501,84.5574,96,,1,2020-08-14,1.96,2.0302,1,0.15%,100,1,1.50%,0.15%
000971,诺安新经济股票,NAXJJGP,股票型,45.7114,-2.3004,-5.6209,26.7779,22.0626,68.8889,107.7698,58.6813,14.9682,,1,2020-08-14,1.4440,1.2623,1,0.15%,100,1,1.50%,0.15%
002181,华安大安全混合,HADAQHH,混合型,40.1099,-2.9364,0.5068,26.7756,30.1969,73.3010,110.2473,,,,1,2020-08-14,1.7850,1.3629,1,0.15%,100,1,1.50%,0.15%
004858,长信量化多策略股票C,CXLHDCLGPC,股票型,33.7948,-0.3639,-0.6050,26.7746,29.9841,53.8389,52.9795,31.44,,,1,2020-08-14,1.6430,1.7337,1,0.00%,100,0,,
006346,安信量化优选股票A,AXLHYXGPA,股票型,42.2001,-1.1029,-1.3343,26.7720,43.8830,67.8411,,,,,1,2020-08-14,1.9817,1.1020,1,0.15%,100,1,1.50%,0.15%
002977,广发中证全指可选消费联接C,GFZZQZKXXFLJC,联接基金,22.4021,0.2875,1.5450,26.7645,23.3510,40.1638,34.45,10.9480,,,1,2020-08-14,0.9070,1.0472,1,0.00%,10,0,,
008712,景顺长城品质成长混合,JSCCPZCZHH,混合型,,0.3419,2.9309,26.7639,30.9111,,,,,,1,2020-08-14,1.3205,1.6864,1,0.15%,100,1,1.50%,0.15%
240001,华宝宝康消费品,HBBKXFP,混合型,49.6724,-2.0213,-2.6619,26.7542,38.2375,80.1066,95.8449,91.3934,69.0836,,1,2020-08-14,4.3625,1.2815,1,0.12%,100,1,1.20%,0.12%
501001,财通多策略精选混合(LOF),CTDCLJXHHLOF,混合型,57.5916,-2.4838,-2.4311,26.7368,29.3696,79.3446,72.8230,70.6994,77.7559,,1,2020-08-14,1.8060,0.8939,1,0.15%,100,1,1.50%,0.15%
000598,长盛生态环境混合,CSSTHJHH,混合型,49.5009,-3.9970,-0.5080,26.7297,31.4404,52.2727,66.2965,65.4321,44.4949,,1,2020-08-14,2.5460,1.5152,1,0.15%,100,1,1.50%,0.15%
000020,景顺长城品质投资混合,JSCCPZTZHH,混合型,40.8619,-0.3267,0.7430,26.7221,28.9993,79.5488,104.6395,95.2573,103.8379,,1,2020-08-14,3.6610,1.7510,1,0.15%,1000,1,1.50%,0.15%
004851,广发医疗保健股票A,GFYLBJGPA,股票型,79.0042,-5.5134,-5.0697,26.7157,56.3147,110.8310,154.3924,205.4644,,,1,2020-08-14,3.0522,0.5170,1,0.15%,100,1,1.50%,0.15%
150103,银河银泰混合,YHYTHH,混合型,46.2152,-0.4455,-0.2399,26.7118,31.0372,64.9731,78.6029,65.3005,43.2517,,1,2020-08-14,1.4971,1.3403,1,1.00%,100,,,
003957,安信量化精选沪深300增强A,AXLHJXHS300ZQA,股票指数,27.8213,0.1440,0.8640,26.7073,27.6682,46.4695,66.2647,57.8776,,,1,2020-08-14,1.5993,1.5816,1,0.08%,100,1,0.80%,0.08%
001940,农银现代农业加,NYXDNYJ,混合型,53.2571,1.5302,2.0915,26.6844,41.1654,77.2686,87.9585,67.1420,,,1,2020-08-14,1.9574,1.4670,1,0.15%,100,1,1.50%,0.15%
008051,同泰慧择混合C,TTHZHHC,混合型,14.8658,-0.0347,2.6938,26.6835,15.2222,,,,,,1,2020-08-14,1.1513,0.6909,1,0.00%,100,0,,
006274,圆信永丰医药健康,YXYFYYJK,混合型,51.7751,-0.7876,-1.3676,26.6828,42.0966,66.3673,,,,,1,2020-08-14,1.8896,0.9563,1,0.15%,100,1,1.50%,0.15%
005119,银华智荟内在价值灵活配置,YHZHNZJZLHPZ,混合型,37.9567,-3.4773,-5.8831,26.6708,21.3968,61.7673,89.9895,,,,1,2020-08-14,1.4462,0.6472,1,0.15%,100,1,1.50%,0.15%
004944,鑫元鑫趋势灵活配置混合A,XYXQSLHPZHHA,混合型,25.4749,-0.1396,-0.0233,26.6595,27.4112,39.9696,29.6166,,,,1,2020-08-14,1.2880,1.1465,1,0.12%,100,1,1.20%,0.12%
519110,浦银安盛价值成长混合A,PYASJZCZHHA,混合型,38.9394,-4.1297,-3.7270,26.6574,27.1845,48.7429,59.2013,27.7037,-5.7094,,1,2020-08-14,1.8340,0.7692,1,0.15%,100,1,1.50%,0.15%
006229,中欧医疗创新股票C,ZOYLCXGPC,股票型,74.2880,-5.8278,-3.9228,26.6566,53.5385,108.6031,,,,,1,2020-08-14,2.1847,0.3076,1,0.00%,100,0,,
007593,鹏扬中证500质量成长指数A,PYZZ500ZLCZZSA,股票指数,33.6146,-1.1721,0.0070,26.6554,29.2283,,,,,,1,2020-08-14,1.4250,1.3658,1,0.12%,100,1,1.20%,0.12%
005775,中加转型动力混合A,ZJZXDLHHA,混合型,39.4049,-0.7116,4.2220,26.6474,27.7209,58.3172,,,,,1,2020-08-14,1.8835,1.3343,1,0.15%,100,1,1.50%,0.15%
006347,安信量化优选股票C,AXLHYXGPC,股票型,41.8119,-1.1098,-1.3723,26.6448,43.5696,67.1363,,,,,1,2020-08-14,1.9692,1.0987,1,0.00%,100,0,,
006386,华泰保兴研究智选C,HTBXYJZXC,混合型,42.4861,-1.1771,1.2915,26.6431,37.8189,59.6892,,,,,1,2020-08-14,1.7882,1.5158,1,0.00%,100,0,,
003958,安信量化精选沪深300增强C,AXLHJXHS300ZQC,股票指数,27.6666,0.1392,0.8412,26.6347,27.5431,46.1709,65.5992,56.9431,,,1,2020-08-14,1.5823,1.5793,1,0.00%,100,0,,
002085,长盛互联网+混合,CSHLWHH,混合型,16.1376,-0.5287,2.4106,26.6346,22.1707,28.7390,28.9912,27.4927,,,1,2020-08-14,1.3170,1.6988,1,0.15%,100,1,1.50%,0.15%
005113,平安沪深300指数量化A,PAHS300ZSLHA,股票指数,25.5624,0.4401,-0.0547,26.6323,24.3893,40.5432,56.8028,,,,1,2020-08-14,1.2781,1.8812,1,0.12%,100,1,1.20%,0.12%
007733,南方智锐混合A,NFZRHHA,混合型,44.9204,-2.5307,1.0834,26.6313,39.9776,,,,,,1,2020-08-14,1.5021,1.2333,1,0.15%,100,1,1.50%,0.15%
008515,国富基本面优选混合,GFJBMYXHH,混合型,,-1.7841,-0.4288,26.6310,27.7839,,,,,,1,2020-08-14,1.2772,0.7176,1,0.15%,100,1,1.50%,0.15%
006968,财通行业龙头精选混合C,CTHYLTJXHHC,混合型,,-1.4653,-4.3208,26.6303,,,,,,,1,2020-08-14,1.2777,1.5014,1,0.00%,100,0,,
004716,信诚量化阿尔法股票,XCLHAEFGP,股票型,26.1594,0.4006,1.9268,26.6297,27.6020,42.7718,59.2998,52.5596,,,1,2020-08-14,1.5288,1.5612,1,0.15%,100,1,1.50%,0.15%
008793,博道嘉元混合A,BDJYHHA,混合型,,-2.0668,1.1550,26.6228,,,,,,,1,2020-08-14,1.2699,1.4783,1,0.15%,100,1,1.50%,0.15%
519095,新华行业周期轮换混合,XHHYZQLHHH,混合型,36.7309,-1.8874,-4.8071,26.6203,18.6226,76.8530,84.0076,56.8427,25.5824,,1,2020-08-14,2.9110,1.4639,1,0.15%,100,1,1.50%,0.15%
003016,中金中证500A,ZJZZ500A,股票指数,36.3578,-0.1548,0.8362,26.6155,32.4493,55.8743,57.0627,40.2780,,,1,2020-08-14,1.4833,1.0285,1,0.10%,100,1,1.00%,0.10%
400007,东方策略成长混合,DFCLCZHH,混合型,36.3805,-1.7974,0.9791,26.6128,32.4835,57.0768,57.7387,46.81,48.6124,,1,2020-08-14,4.0430,1.9364,1,0.15%,100,1,1.50%,0.15%
162209,泰达宏利市值优选混合,TDHLSZYXHH,混合型,31.5625,-1.1267,-0.8117,26.6073,23.7203,53.2045,86.2413,60.5402,33.5239,,1,2020-08-14,1.3076,1.5454,1,0.15%,100,1,1.50%,0.15%
398011,中海分红增利混合,ZHFHZLHH,混合型,34.0495,-5.1269,1.4678,26.5964,22.7724,72.2650,93.3323,90.0806,33.0065,,1,2020-08-14,1.3342,1.4601,1,0.15%,100,1,1.50%,0.15%
009163,广发医疗保健股票C,GFYLBJGPC,股票型,,-5.5208,-5.1031,26.5949,,,,,,,1,2020-08-14,3.0479,0.5178,1,0.00%,100,0,,
005482,博时创新驱动混合A,BSCXQDHHA,混合型,40.8493,-2.3158,5.1409,26.5944,40.0614,64.4908,65.5257,,,,1,2020-08-14,1.5523,1.3648,1,0.15%,100,1,1.50%,0.15%
006199,长盛同锦研究精选混合,CSTJYJJXHH,混合型,16.8106,-0.5852,2.1350,26.5858,22.6377,30.0520,,,,,1,2020-08-14,1.3251,1.7586,1,0.15%,100,1,1.50%,0.15%
690009,民生加银红利回报混合,MSJYHLHBHH,混合型,33.4423,-0.5223,1.8538,26.5839,31.4772,50.6856,61.5950,62.8848,87.8370,,1,2020-08-14,2.8570,1.42,1,0.15%,1000,1,1.50%,0.15%
002210,创金合信量化多因子股票A,CJHXLHDYZGPA,股票型,38.1314,-1.0313,0.2628,26.5677,33.7841,58.9093,63.5807,39.2596,,,1,2020-08-14,1.6026,1.1423,1,0.15%,100,1,1.50%,0.15%
002945,大成盛世精选灵活配置混合,DCSSJXLHPZHH,混合型,53.7523,-2.4985,2.3735,26.5637,29.6677,71.2644,98.1862,,,,1,2020-08-14,1.6390,1.4233,1,0.15%,100,1,1.50%,0.15%
070011,嘉实策略混合,JSCLHH,混合型,26.7210,-2.5728,-1.1676,26.5611,24.0517,48.0897,57.5094,30.3435,7.7451,,1,2020-08-14,1.4390,1.7680,1,0.15%,100,1,1.50%,0.15%
001272,兴业聚利灵活配置混合,XYJLLHPZHH,混合型,30.9553,1.3929,4.2469,26.5588,29.9877,51.6523,72.4673,36.7228,90.6956,,1,2020-08-14,2.1110,0.6676,1,0.15%,100,1,1.50%,0.15%
160616,鹏华中证500指数(LOF)A,PHZZ500ZSLOFA,股票指数,35.1852,-0.6803,-0.7417,26.5563,30.0405,52.2275,46.5328,20.4801,-5.4738,,1,2020-08-14,1.6060,1.0063,1,0.12%,100,1,1.20%,0.12%
002547,民生加银养老服务混合,MSJYYLFWHH,混合型,42.8094,-0.6515,-0.1870,26.5560,38.3668,60.5263,82.9477,91.6517,,,1,2020-08-14,2.1350,1.8607,1,0.15%,100,1,1.50%,0.15%
700004,平安灵活配置混合,PALHPZHH,混合型,38.9351,2.31,5.6842,26.5527,36.6692,51.9840,76.0256,73.6284,76.2288,,1,2020-08-14,1.7849,1.3514,1,0.15%,100,1,1.50%,0.15%
519025,海富通领先成长混合,HFTLXCZHH,混合型,45.9163,-1.4372,-4.2342,26.5476,30.2696,80.0169,92.5724,68.4628,62.0427,,1,2020-08-14,2.1260,1.5767,1,0.15%,1000,1,1.50%,0.15%
008261,招商研究优选股票A,ZSYJYXGPA,股票型,,-2.3865,9.0753,26.5469,,,,,,,1,2020-08-14,1.2680,1.7085,1,0.15%,100,1,1.50%,0.15%
004948,鑫元鑫趋势灵活配置混合C,XYXQSLHPZHHC,混合型,25.1701,-0.1416,-0.0473,26.5430,27.1643,39.4615,28.5685,,,,1,2020-08-14,1.2691,1.1477,1,0.00%,100,0,,
470009,汇添富民营活力混合A,HTFMYHLHHA,混合型,44.6356,-2.2270,-4.0240,26.5239,30.9316,73.2193,85.8052,70.5397,58.2961,,1,2020-08-14,4.9610,1.6807,1,0.15%,100,1,1.50%,0.15%
006366,兴业安保优选混合,XYABYXHH,混合型,53.8359,-1.5211,-6.3608,26.5193,29.0183,94.8295,,,,,1,2020-08-14,2.1817,2.0869,1,0.15%,100,1,1.50%,0.15%
007594,鹏扬中证500质量成长指数C,PYZZ500ZLCZZSC,股票指数,33.2738,-1.1851,-0.0282,26.5173,28.9574,,,,,,1,2020-08-14,1.4175,1.3658,1,0.00%,100,0,,
006938,鹏华中证500指数(LOF)C,PHZZ500ZSLOFC,股票指数,34.9801,-0.6452,-0.7616,26.5123,29.9080,51.9283,,,,,1,2020-08-14,1.6940,1.0137,1,0.00%,100,0,,
673100,西部利得沪深300指数增强A,XBLDHS300ZSZQA,股票指数,34.1864,0.1742,0.0954,26.5115,30.2740,54.4219,73.4073,78.5683,,,1,2020-08-14,1.7828,1.7638,0,0.08%,100,1,0.80%,0.08%
005041,人保研究精选混合A,RBYJJXHHA,混合型,40.7432,-0.3877,-0.8077,26.5111,31.2844,71.0745,71.4784,,,,1,2020-08-14,1.6702,0.9611,1,0.15%,100,1,1.50%,0.15%
162213,泰达宏利沪深300指数增强A,TDHLHS300ZSZQA,股票指数,23.9205,0.5129,-0.0583,26.5109,25.6918,36.6153,59.6354,51.1236,68.5305,,1,2020-08-14,2.0577,1.4795,1,0.12%,100,1,1.20%,0.12%
006644,弘毅远方消费升级混合,HYYFXFSJHH,混合型,41.7806,-1.7914,-2.8170,26.5035,31.5452,60.1847,,,,,1,2020-08-14,1.9078,1.7656,1,0.15%,100,1,1.50%,0.15%
002703,长城久源灵活配置混合,CCJYLHPZHH,混合型,24.9578,-4.4317,14.6051,26.4834,23.3761,39.1995,41.9741,47.1202,,,1,2020-08-14,1.4815,2.5118,1,0.15%,100,1,1.50%,0.15%
003578,中金中证500C,ZJZZ500C,股票指数,36.0133,-0.1616,0.8026,26.4829,32.1798,54.5844,55.5089,39.2726,,,1,2020-08-14,1.4820,1.0225,1,0.00%,1000,0,,
530003,建信优选成长混合A,JXYXCZHHA,混合型,29.6025,-1.3169,0.4375,26.4787,25.3487,51.0106,66.1550,56.4390,53.0087,,1,2020-08-14,2.5254,1.5318,1,0.15%,100,1,1.50%,0.15%
005114,平安沪深300指数量化C,PAHS300ZSLHC,股票指数,25.1894,0.4399,-0.0955,26.4753,24.1008,39.8085,54.6865,,,,1,2020-08-14,1.2559,1.8820,1,0.00%,100,0,,
006863,国联安智能制造混合,GLAZNZZHH,混合型,25.3541,1.3955,7.1769,26.4721,27.0553,47.4061,,,,,1,2020-08-14,1.4605,1.2970,1,0.15%,100,1,1.50%,0.15%
000056,建信消费升级混合,JXXFSJHH,混合型,34.5080,-1.5410,-1.5410,26.4630,32.5665,52.3587,77.5831,58.8649,71.5703,,1,2020-08-14,2.9390,1.7659,1,0.15%,100,1,1.50%,0.15%
009011,华夏睿阳一年持有混合,HXRYYNCYHH,混合型,,-1.5691,3.0052,26.4524,,,,,,,3,2020-08-14,1.3299,1.3334,1,0.15%,100,1,1.50%,0.15%
000199,国泰量化策略收益混合,GTLHCLSYHH,混合型,26.5255,0.0474,-3.1519,26.4497,26.3174,32.4763,46.4472,18.1818,27.9334,,1,2020-08-14,1.69,1.3189,0,0.12%,100,1,1.20%,0.12%
007734,南方智锐混合C,NFZRHHC,混合型,44.3757,-2.5377,1.0415,26.4494,39.5740,,,,,,1,2020-08-14,1.4940,1.2332,1,0.00%,100,0,,
008794,博道嘉元混合C,BDJYHHC,混合型,,-2.0790,1.1092,26.4471,,,,,,,1,2020-08-14,1.2670,1.4737,1,0.00%,100,0,,
004350,汇丰晋信价值先锋股票,HFJXJZXFGP,股票型,33.4023,-2.0336,1.0324,26.4443,30.8435,55.0734,,,,,1,2020-08-14,1.8691,1.1308,1,0.15%,100,1,1.50%,0.15%
006992,嘉合锦创优势精选混合,JHJCYSJXHH,混合型,30.7781,-1.3686,-3.9901,26.4356,33.0392,45.0280,,,,,1,2020-08-14,1.4774,1.7213,1,0.15%,100,1,1.50%,0.15%
003548,泰达宏利沪深300指数增强C,TDHLHS300ZSZQC,股票指数,23.6893,0.5118,-0.0775,26.4350,25.5037,36.2069,59.3062,50.6797,,,1,2020-08-14,2.0619,1.4814,0,0.00%,100,0,,
270041,广发消费品精选混合,GFXFPJXHH,混合型,40.1465,-1.8725,4.8844,26.4216,43.3876,58.8023,79.3075,88.8460,128.6753,,1,2020-08-14,4.4020,1.5456,1,0.15%,10,1,1.50%,0.15%
001018,易方达新经济混合,YFDXJJHH,混合型,50.9606,-2.8943,-4.6311,26.4183,35.9126,82.2955,108.8112,102.3035,153.2655,,1,2020-08-14,2.9860,1.5301,1,0.15%,100,1,1.50%,0.15%
168101,九泰锐智事件驱动混合(LOF),JTRZSJQDHHLOF,混合型,40.5383,-0.6344,-2.2689,26.4123,22.6334,66.5432,79.7529,55.0506,115.5633,,1,2020-08-14,1.7230,1.1150,0,0.15%,1000,1,1.50%,0.15%
161715,招商大宗商品(LOF),ZSDZSPLOF,股票指数,15.7652,-3.1011,2.3722,26.4106,17.6142,23.2732,21.6216,-10.1536,-4.5385,,1,2020-08-14,1.0530,-0.3218,1,0.12%,100,1,1.20%,0.12%
000656,前海开源沪深300指数,QHKYHS300ZS,股票指数,25.3763,0.4911,1.2369,26.4093,26.4411,40.90,59.6615,52.9634,41.4522,,1,2020-08-14,1.6370,1.4250,1,0.12%,100,1,1.20%,0.12%
005776,中加转型动力混合C,ZJZXDLHHC,混合型,38.7283,-0.7146,4.1831,26.4022,27.1851,57.0627,,,,,1,2020-08-14,1.8480,1.3380,1,0.00%,100,0,,
481001,工银核心价值混合A,GYHXJZHHA,混合型,36.7872,-1.03,-0.7188,26.3940,36.7997,55.4614,67.4997,62.1242,46.4651,,1,2020-08-14,0.4420,1.6793,1,0.15%,100,1,1.50%,0.15%
001344,易方达沪深300医药联接A,YFDHS300YYLJA,联接基金,43.7979,-5.3327,-1.5906,26.3903,37.0386,63.4380,52.0849,,,,1,2020-08-14,1.6705,0.8026,1,0.10%,100,1,1.00%,0.10%
003582,中金量化多策略混合,ZJLHDCLHH,混合型,31.6532,-2.5180,-1.0226,26.3870,33.1325,53.0623,71.8389,58.9553,,,1,2020-08-14,1.3550,0.2219,1,0.15%,100,1,1.50%,0.15%
002573,建信汇利灵活配置混合,JXHLLHPZHH,混合型,36.0905,-1.1018,-1.6662,26.3851,32.8492,54.8007,86.2478,91.8390,,,1,2020-08-14,1.9299,1.6325,1,0.15%,100,1,1.50%,0.15%
001088,华宝国策导向混合,HBGCDXHH,混合型,22.4576,-1.3652,5.2184,26.3848,22.1127,42.5987,37.4010,12.8906,0.3472,,1,2020-08-14,0.8670,1.0490,1,0.15%,100,1,1.50%,0.15%
519773,交银数据产业灵活配置混合,JYSJCYLHPZHH,混合型,55.1313,-1.0152,-0.2047,26.3772,32.9243,106.3492,145.9016,143.75,,,1,2020-08-14,1.95,1.6154,1,0.15%,100,1,1.50%,0.15%
163805,中银策略混合,ZYCLHH,混合型,36.3651,-3.7993,-0.8415,26.3735,28.5911,57.9738,72.2449,62.3630,49.4879,,1,2020-08-14,1.5319,1.2559,1,0.15%,100,1,1.50%,0.15%
673101,西部利得沪深300指数增强C,XBLDHS300ZSZQC,股票指数,33.8509,0.1636,0.0563,26.3734,30,53.7223,,,,,1,2020-08-14,1.7758,1.7650,1,0.00%,100,0,,
005953,人保转型新动力混合A,RBZXXDLHHA,混合型,37.9072,-1.5568,-1.1406,26.3636,30.5974,55.5040,44.6637,,,,1,2020-08-14,1.4734,1.0770,1,0.15%,100,1,1.50%,0.15%
000136,民生加银策略精选混合,MSJYCLJXHH,混合型,52.5411,-0.5135,-1.3198,26.3564,27.2239,76.3343,106.5923,102.2131,138.3434,,1,2020-08-14,4.2620,1.6941,1,0.15%,100,1,1.50%,0.15%
006457,平安估值优势混合A,PAGZYSHHA,混合型,23.9609,-2.6675,-1.7572,26.3541,25.4221,31.0633,,,,,1,2020-08-14,1.6493,0.1214,1,0.15%,100,1,1.50%,0.15%
007883,易方达沪深300医药联接C,YFDHS300YYLJC,联接基金,43.70,-5.3387,-1.6040,26.3536,36.9644,,,,,,1,2020-08-14,1.6685,0.7974,1,0.00%,100,0,,
005483,博时创新驱动混合C,BSCXQDHHC,混合型,40.1493,-2.3374,5.0636,26.3311,39.5065,63.1867,62.8896,,,,1,2020-08-14,1.5209,1.3595,1,0.00%,100,0,,
003865,创金合信量化多因子股票C,CJHXLHDYZGPC,股票型,37.4823,-1.0447,0.1987,26.3256,33.2850,57.8050,61.3899,36.3431,,,1,2020-08-14,1.5629,1.1389,1,0.00%,100,0,,
005042,人保研究精选混合C,RBYJJXHHC,混合型,40.3050,-0.3931,-0.8310,26.3251,30.9558,70.2222,69.6785,,,,1,2020-08-14,1.6469,0.9625,1,0.00%,100,0,,
217009,招商核心价值混合,ZSHXJZHH,混合型,52.5858,-3.5442,0.7643,26.3201,35.8077,70.9784,101.2758,89.4328,61.2760,,1,2020-08-14,1.8588,1.4075,1,0.15%,100,1,1.50%,0.15%
160921,大成多策略混合(LOF),DCDCLHHLOF,混合型,42.6614,0.3007,6.72,26.3111,38.0067,64.9099,86.0874,60.3618,,,1,2020-08-14,1.3340,1.5994,1,0.15%,100,1,1.50%,0.15%
007811,淳厚信泽混合A,CHXZHHA,混合型,35.8445,-0.2974,1.6330,26.3059,33.4842,,,,,,1,2020-08-14,1.4750,1.3258,0,0.12%,100,1,1.20%,0.12%
310328,申万菱信新动力混合,SWLXXDLHH,混合型,43.2120,-3.6348,-1.7548,26.2996,39.4708,61.4904,90.6971,71.8166,44.2012,,1,2020-08-14,0.9014,0.9406,1,0.15%,100,1,1.50%,0.15%
001668,汇添富全球互联混合,HTFQQHLHH,QDII,40.5269,-4.2764,2.4520,26.2972,27.3235,57.7721,65.0428,101.0425,,,1,2020-08-13,2.5070,-0.1990,1,0.16%,100,1,1.60%,0.16%
007287,合煦智远消费主题股票发起式A,HXZYXFZTGPFQSA,股票型,21.9273,3.8307,8.8923,26.2891,25.6888,29.9759,,,,,1,2020-08-14,1.2956,1.7673,1,0.15%,100,1,1.50%,0.15%
160918,大成中小盘混合(LOF),DCZXPHHLOF,混合型,58.3791,-2.5359,2.4889,26.2869,32.4780,87.1869,104.1743,124.1014,114.8980,,1,2020-08-14,3.4590,1.2884,1,0.15%,100,1,1.50%,0.15%
006201,景顺长城量化先锋混合,JSCCLHXFHH,混合型,27.5321,0.3626,-1.2703,26.2867,27.7076,43.3491,,,,,1,2020-08-14,1.5777,1.2904,1,0.15%,100,1,1.50%,0.15%
690011,民生加银积极成长混合发起式,MSJYJJCZHHFQS,混合型,31.9075,-1.5531,-1.9338,26.2867,17.9328,63.9368,77.8644,73.0099,51.7287,,1,2020-08-14,2.2820,1.3321,1,0.15%,100,1,1.50%,0.15%
000411,景顺长城优质成长股票,JSCCYZCZGP,股票型,26.0870,0.9322,-0.4292,26.2831,27.4725,44.2274,55.2582,53.4972,27.7759,,1,2020-08-14,1.6240,1.6907,1,0.15%,100,1,1.50%,0.15%
000823,银华高端制造业混合,YHGDZZYHH,混合型,37.9570,-0.4655,1.5032,26.2795,26.7787,65.7623,70.8389,56.0827,-0.5426,,1,2020-08-14,1.2830,1.7446,1,0.15%,100,1,1.50%,0.15%
519993,长信增利动态策略混合,CXZLDTCLHH,混合型,41.1877,0.1454,3.0128,26.2751,33.2010,61.2356,67.7329,45.3210,44.6826,,1,2020-08-14,1.4463,1.4093,1,0.15%,100,1,1.50%,0.15%
005043,国寿安保健康科学混合A,GSABJKKXHHA,混合型,53.9053,-3.6850,-2.2394,26.2713,39.5867,70.0404,73.1435,,,,1,2020-08-14,1.6414,0.5698,1,0.15%,100,1,1.50%,0.15%
002378,建信弘利灵活配置混合,JXHLLHPZHH,混合型,43.6042,-2.0619,-3.9117,26.2704,31.9861,70.7171,104.4632,86.4224,,,1,2020-08-14,1.9332,1.9351,1,0.15%,100,1,1.50%,0.15%
008262,招商研究优选股票C,ZSYJYXGPC,股票型,,-2.4074,8.9969,26.2653,,,,,,,1,2020-08-14,1.2648,1.7047,1,0.00%,100,0,,
400011,东方核心动力混合,DFHXDLHH,混合型,31.6383,0.5704,0.6086,26.2651,28.0791,40.9998,53.1814,31.5031,22.4460,,1,2020-08-14,1.5869,1.2118,1,0.15%,100,1,1.50%,0.15%
519013,海富通风格优势混合,HFTFGYSHH,混合型,41.8973,-1.3736,-3.4946,26.2603,31.0219,71.2242,95.4629,46.9304,29.1367,,1,2020-08-14,1.0770,1.9886,1,0.15%,100,1,1.50%,0.15%
530001,建信恒久价值混合,JXHJJZHH,混合型,40.2615,-3.6664,0.1556,26.2475,27.2458,61.6715,73.3284,49.3362,19.1956,,1,2020-08-14,1.1587,1.17,1,0.15%,100,1,1.50%,0.15%
006458,平安估值优势混合C,PAGZYSHHC,混合型,24.9581,-2.6737,-1.7828,26.2458,26.4695,31.9695,,,,,1,2020-08-14,1.6417,0.1220,1,0.00%,100,0,,
004393,安信合作创新灵活配置混合,AXHZCXLHPZHH,混合型,28.0480,0.3885,3.2643,26.2419,30.0539,51.0123,63.6023,68.0989,,,1,2020-08-14,1.8348,1.2583,1,0.15%,100,1,1.50%,0.15%
110022,易方达消费行业股票,YFDXFHYGP,股票型,30.0294,2.5013,0.9396,26.2305,37.8294,43.2949,88.6569,106.0653,193.3579,,1,2020-08-14,3.9750,2.7132,1,0.15%,100,1,1.50%,0.15%
001180,广发医药卫生联接A,GFYYWSLJA,联接基金,48.9362,-4.7584,-2.2734,26.2193,37.6827,65.9756,57.6421,59.7058,35.1408,,1,2020-08-14,1.2810,0.6838,1,0.12%,10,1,1.20%,0.12%
001550,天弘中证医药100A,THZZYY100A,股票指数,53.1807,-4.1848,-1.2957,26.2193,38.6447,68.3625,66.0315,66.0543,32.0253,,1,2020-08-14,1.2112,0.8829,1,0.10%,100,1,1.00%,0.10%
005260,银华稳健增利灵活配置混合A,YHWJZLLHPZHHA,混合型,36.4265,-1.1295,0.3569,26.2128,29.7693,54.0084,60.6344,,,,1,2020-08-14,1.3217,1.2254,1,0.15%,100,1,1.50%,0.15%
002989,融通通乾研究精选混合,RTTQYJJXHH,混合型,44.0034,-2.6430,2.8847,26.2108,42.2752,55.1092,78.7807,71.9772,,,1,2020-08-14,1.6834,1.7714,1,0.15%,100,1,1.50%,0.15%
