基金代码,基金名称,名称缩写,基金类型,今年来,近1周,近1月,近3月,近6月,近1年,近2年,近3年,n0,不知道是啥,page_num,数据来源日期,净值,日增长率,total_page_num,手续费,购买起点（元),page_num2,原先手续费,现在手续费
001838,国投瑞银国家安全混合,GTRYGJAQHH,混合型,70.2899,-2.3275,24.0760,61.6231,76.4264,79.9387,76.9578,41.0564,,,1,2020-08-14,1.1750,4.0744,1,0.15%,100,1,1.50%,0.15%
001300,大成睿景灵活配置混合A,DCRJLHPZHHA,混合型,67.7340,-2.5751,24.0437,61.5658,62.1429,87.3453,118.9711,80.1587,82.5737,,1,2020-08-14,1.3620,0.4425,1,0.15%,100,1,1.50%,0.15%
001301,大成睿景灵活配置混合C,DCRJLHPZHHC,混合型,67.0935,-2.6119,23.9316,61.1111,61.5099,85.8974,115.3465,75.8760,75.4032,,1,2020-08-14,1.3050,0.3846,1,0.00%,100,0,,
090018,大成新锐产业混合,DCXRCYHH,混合型,65.0423,-2.3823,18.7478,61.0383,57.8972,96.8565,112.2123,101.3957,120.3811,,1,2020-08-14,3.3190,0.3932,1,0.15%,100,1,1.50%,0.15%
001475,易方达国防军工混合,YFDGFJGHH,混合型,75.7426,-5.1436,18.9280,58.6592,70.0599,88.8298,94.7874,61.9156,41.4343,,1,2020-08-14,1.42,1.9383,1,0.15%,100,1,1.50%,0.15%
002190,农银新能源主题,NYXNYZT,混合型,75.0496,-2.7706,11.1718,55.4968,40.9907,115.9054,105.7178,74.4070,,,1,2020-08-14,1.8529,1.0416,1,0.15%,100,1,1.50%,0.15%
000336,农银研究精选混合,NYYJJXHH,混合型,82.9351,-3.0835,10.9992,53.8313,50.7757,130.2360,135.5271,89.1490,61.5989,,1,2020-08-14,2.6339,1.0667,1,0.15%,100,1,1.50%,0.15%
001606,农银工业4.0混合,NYGY40HH,混合型,81.5665,-2.8563,9.7906,53.6332,45.5729,105.7649,112.5245,94.4857,138.07,,1,2020-08-14,2.3807,1.1772,1,0.15%,100,1,1.50%,0.15%
004698,博时军工主题股票,BSJGZTGP,股票型,70.1913,-4.6813,17.9344,52.6649,55.0459,87.9867,103.8601,67.9920,,,1,2020-08-14,1.69,1.6847,1,0.15%,100,1,1.50%,0.15%
004997,广发高端制造股票,GFGDZZGP,股票型,90.2804,-3.9509,8.2244,52.5346,64.6893,144.1280,165.5190,,,,1,2020-08-14,2.1515,-0.1068,1,0.15%,100,1,1.50%,0.15%
002251,华夏军工安全混合,HXJGAQHH,混合型,65.6555,-4.4972,22.0271,51.6865,61.2869,72.7684,81.3760,54.4444,,,1,2020-08-14,1.5290,2.6864,1,0.15%,100,1,1.50%,0.15%
270023,广发全球精选股票(QDII),GFQQJXGPQDII,QDII,67.0863,-3.7970,8.3592,50.9751,50.2426,94.6229,78.1969,86.0086,128.7626,,1,2020-08-13,2.7870,0.8686,1,0.16%,100,1,1.60%,0.16%
003713,英大睿盛A,YDRSA,混合型,57.8731,1.5738,21.5293,50.8250,52.8608,81.4558,107.7255,102.3275,,,1,2020-08-14,1.8007,0.84,1,0.08%,100,1,0.80%,0.08%
003714,英大睿盛C,YDRSC,混合型,57.7298,1.5690,21.5585,50.8036,52.7627,81.5905,114.5353,108.4999,,,1,2020-08-14,1.8579,0.8358,1,0.00%,100,0,,
005609,富国军工主题混合,FGJGZTHH,混合型,78.0349,-3.9684,17.0756,50.6650,65.5519,96.6976,112.3764,,,,1,2020-08-14,1.8464,2.7433,0,0.15%,100,1,1.50%,0.15%
004640,华夏节能环保股票,HXJNHBGP,股票型,63.3811,-2.8018,8.3733,50.1402,37.2938,110.0157,123.2384,60.62,,,1,2020-08-14,1.6062,1.4720,1,0.15%,100,1,1.50%,0.15%
004139,中邮军民融合灵活配置混合,ZYJMRHLHPZHH,混合型,51.7414,-1.2340,15.5568,50.0474,52.1790,66.5926,68.6834,40.9059,,,1,2020-08-14,1.4247,2.1364,1,0.15%,100,1,1.50%,0.15%
000977,长城环保主题混合,CCHBZTHH,混合型,94.7952,-3.5640,11.1946,49.0880,68.5352,149.9310,176.0113,139.2378,133.5417,,1,2020-08-14,2.3541,1.2821,1,0.15%,100,1,1.50%,0.15%
002542,长城久鼎混合,CCJDHH,混合型,91.9230,-3.4991,11.0328,48.9466,70.8567,114.2723,117.8704,123.8725,,,1,2020-08-14,2.2835,1.3178,1,0.15%,100,1,1.50%,0.15%
002983,长信国防军工量化混合A,CXGFJGLHHHA,混合型,73.9363,-5.0421,15.0295,48.8661,58.3440,86.7341,99.6199,53.0889,,,1,2020-08-14,1.3654,2.5460,1,0.15%,100,1,1.50%,0.15%
008960,长信国防军工量化混合C,CXGFJGLHHHC,混合型,,-5.0502,15.0004,48.7450,,,,,,,1,2020-08-14,1.3631,2.5427,1,0.00%,100,0,,
460010,华泰柏瑞亚洲领导企业混合,HTBRYZLDQYHH,QDII,58.3162,-6.6586,5.1125,48.4119,45.4717,74.0406,59.6273,74.8299,103.9683,,1,2020-08-13,1.5420,0.7185,1,0.16%,100,1,1.60%,0.16%
161226,国投瑞银白银期货(LOF),GTRYBYQHLOF,混合型,23.8573,-8.5597,26.3936,47.9361,27.4083,26.3936,42.0716,22.3568,11.10,,1,2020-08-14,1.1110,4.2214,1,0.10%,100,1,1.00%,0.10%
160643,鹏华空天军工指数(LOF),PHKTJGZSLOF,股票指数,67.0159,-3.1156,17.5737,47.7626,58.0513,74.2118,80.9630,34.2464,,,1,2020-08-14,1.3869,3.4460,1,0.12%,100,1,1.20%,0.12%
000690,前海开源大海洋混合,QHKYDHYHH,混合型,39.5406,-2.4656,17.5536,47.0182,48.6888,65.3061,93.2955,71.8182,15.3220,,1,2020-08-14,1.7010,2.3466,1,0.15%,100,1,1.50%,0.15%
519702,交银趋势混合,JYQSHH,混合型,63.4662,-2.5909,9.8174,46.8004,65.9718,81.5560,110.9899,124.6473,172.6690,,1,2020-08-14,2.7070,0.5199,1,0.15%,100,1,1.50%,0.15%
000746,招商行业精选股票基金,ZSHYJXGPJJ,股票型,73.8389,-2.7314,8.7137,46.72,45.6712,107.4661,163.1277,154.8992,127.5434,,1,2020-08-14,3.6680,1.5504,1,0.15%,100,1,1.50%,0.15%
000535,长盛航天海工装备灵活配置混合,CSHTHGZBLHPZHH,混合型,52.4058,-2.0175,16.7468,45.9920,57.5135,63.1579,66.3242,42.1464,35.8195,,1,2020-08-14,1.4570,3.2601,1,0.15%,100,1,1.50%,0.15%
005660,嘉实资源精选股票A,JSZYJXGPA,股票型,35.9661,-3.9170,11.5922,45.7499,39.4364,59.8486,,,,,1,2020-08-14,1.7318,0.9443,1,0.15%,100,1,1.50%,0.15%
005661,嘉实资源精选股票C,JSZYJXGPC,股票型,35.5615,-3.9210,11.5462,45.5801,39.0963,59.2527,,,,,1,2020-08-14,1.7177,0.9462,1,0.00%,100,0,,
004224,南方军工改革灵活配置混合,NFJGGGLHPZHH,混合型,69.0707,-2.7898,13.1990,45.5157,66.8804,79.2914,98.5521,35.3391,,,1,2020-08-14,1.2753,2.8883,1,0.15%,100,1,1.50%,0.15%
519020,国泰金泰灵活配置混合A,GTJTLHPZHHA,混合型,51.6762,-0.2902,7.6988,45.1902,44.4761,75.0129,98.9791,91.9144,93.0501,,1,2020-08-14,2.0270,0.8307,0,0.15%,100,1,1.50%,0.15%
168501,北信瑞丰产业升级,BXRFCYSJ,混合型,76.2241,-1.4862,15.3160,45.0956,47.4759,124.9839,130.5305,108.9585,,,1,2020-08-14,2.0946,1.6303,1,0.15%,100,1,1.50%,0.15%
502003,易方达军工分级,YFDJGFJ,股票指数,63.6778,-3.0413,15.7684,44.6514,54.2998,70.3525,84.4201,41.8871,-16.8315,,1,2020-08-14,1.3039,3.1240,1,0.10%,100,1,1.00%,0.10%
000431,鹏华品牌传承混合,PHPPCCHH,混合型,64.7499,-1.9171,6.4660,44.6240,49.6083,100.9116,119.3722,130.8623,167.7570,,1,2020-08-14,2.8650,2.7250,1,0.15%,100,1,1.50%,0.15%
160630,鹏华中证国防指数分级,PHZZGFZSFJ,股票指数,62.9630,-4.7178,15.0326,44.4313,56.5437,77.7236,77.1848,31.6128,-27.6963,,1,2020-08-14,1.2320,3.3557,1,0.12%,100,1,1.20%,0.12%
570008,诺德周期策略混合,NDZQCLHH,混合型,73.5157,-0.0335,8.7956,44.2187,63.5217,88.7904,110.2832,100.8844,125.0768,,1,2020-08-14,2.9810,1.2912,1,0.15%,100,1,1.50%,0.15%
206012,鹏华价值精选股票,PHJZJXGP,股票型,67.2657,-1.9195,6.5413,44.1372,50.4619,106.9897,131.8505,91.3363,85.8773,,1,2020-08-14,2.6060,2.5580,1,0.15%,100,1,1.50%,0.15%
501019,国泰国证航天军工指数,GTGZHTJGZS,股票指数,55.1395,-3.1696,12.8438,43.5137,49.1003,65.3149,85.1614,47.1790,,,1,2020-08-14,1.2678,2.8474,1,0.12%,100,1,1.20%,0.12%
001476,中银智能制造股票,ZYZNZZGP,股票型,57.6623,-1.2205,6.2117,43.4988,40.5093,91.7852,102.6711,54.8469,28.1943,,1,2020-08-14,1.2140,1.2510,1,0.15%,100,1,1.50%,0.15%
161706,招商优质成长混合(LOF),ZSYZCZHHLOF,混合型,63.9512,-2.9981,7.8270,43.4602,40.4331,94.0009,142.1060,128.9527,81.9862,,1,2020-08-14,3.0349,1.5594,1,0.15%,100,1,1.50%,0.15%
001577,嘉实低价策略股票,JSDJCLGP,股票型,52.9279,-1.5942,8.6980,43.4507,40,85.1818,103.0907,86.8807,99.9019,,1,2020-08-14,2.0370,1.0918,1,0.15%,100,1,1.50%,0.15%
002345,华夏高端制造混合,HXGDZZHH,混合型,44.2977,-4.8298,8.9755,43.2658,33.5556,68.5835,78.8690,28.6938,,,1,2020-08-14,1.2020,1.0934,1,0.15%,100,1,1.50%,0.15%
570001,诺德价值优势混合,NDJZYSHH,混合型,75.0397,-0.0825,8.2280,43.2566,66.5910,90.5544,88.8092,98.9045,113.0902,,1,2020-08-14,2.4229,1.2791,1,0.15%,100,1,1.50%,0.15%
006299,恒越核心精选混合A,HYHXJXHHA,混合型,45.5189,-3.5682,4.1596,43.1532,39.7088,59.6374,,,,,1,2020-08-14,1.6026,1.9271,1,0.15%,100,1,1.50%,0.15%
007047,长城核心优势混合,CCHXYSHH,混合型,65.8714,-2.2332,7.3764,43.1224,63.6817,81.7628,,,,,1,2020-08-14,1.7730,1.9551,1,0.15%,100,1,1.50%,0.15%
007193,恒越核心精选混合C,HYHXJXHHC,混合型,45.3477,-3.5695,4.1399,43.0708,39.5676,59.2116,,,,,1,2020-08-14,1.6074,1.9212,1,0.00%,100,0,,
001985,富国低碳新经济混合,FGDTXJJHH,混合型,70.7487,-3.2237,4.3262,42.9543,47.9135,100.4087,143.7448,143.1405,,,1,2020-08-14,2.9420,1.5183,1,0.15%,100,1,1.50%,0.15%
001679,前海开源中国稀缺资产混合A,QHKYZGXQZCHHA,混合型,72.4668,-2.0246,-3.2536,42.7415,55.3178,100.8137,201.3431,183.6782,,,1,2020-08-14,2.4680,1.4803,1,0.15%,100,1,1.50%,0.15%
002079,前海开源中国稀缺资产混合C,QHKYZGXQZCHHC,混合型,72.3816,-2.0470,-3.2934,42.6836,55.1952,100.4655,200.8149,190.9910,,,1,2020-08-14,2.5840,1.4527,1,0.15%,100,1,1.50%,0.15%
164402,前海开源中航军工,QHKYZHJG,股票指数,49.1622,-2.7110,14.8041,42.6083,49.3158,55.4671,66.3593,21.9267,-1.0549,,1,2020-08-14,0.9930,3.3299,1,0.12%,100,1,1.20%,0.12%
000596,前海开源中证军工指数A,QHKYZZJGZSA,股票指数,60.4918,-3.8310,13.6390,42.6074,54.5383,65.3716,78.3242,35.7836,-18.1096,,1,2020-08-14,1.9580,3.0526,1,0.12%,100,1,1.20%,0.12%
002199,前海开源中证军工指数C,QHKYZZJGZSC,股票指数,60.1927,-3.8536,13.5381,42.5714,54.2504,64.9587,77.5802,34.8648,,,1,2020-08-14,0.9980,2.9928,1,0.12%,100,1,1.20%,0.12%
163115,申万菱信中证军工指数分级,SWLXZZJGZSFJ,股票指数,57.8996,-3.3081,15.9961,42.4768,50.7344,60.9153,74.0132,32.0575,-23.5571,,1,2020-08-14,1.1370,3.1199,1,0.10%,100,1,1.00%,0.10%
540003,汇丰晋信动态策略混合A,HFJXDTCLHHA,混合型,40.6528,1.9877,3.3860,42.2542,38.4294,62.3641,86.8243,66.4549,86.8968,,1,2020-08-14,2.9862,1.0046,1,0.15%,100,1,1.50%,0.15%
162006,长城久富混合(LOF),CCJFHHLOF,混合型,82.9552,-3.7592,9.4468,42.2221,60.7009,116.3072,114.5169,112.1493,92.3884,,1,2020-08-14,2.3067,2.3290,1,0.15%,100,1,1.50%,0.15%
000991,工银战略转型股票,GYZLZXGP,股票型,70.0337,-2.0179,4.7718,42.1734,54.1514,106.6285,127.2727,140.2474,147.3066,,1,2020-08-14,2.5250,0.7180,1,0.15%,100,1,1.50%,0.15%
100060,富国高新技术产业混合,FGGXJSCYHH,混合型,55.0404,-1.1391,3.4336,42.1052,29.2095,96.8795,148.5693,132.3583,99.3075,,1,2020-08-14,3.6450,1.0535,1,0.15%,100,1,1.50%,0.15%
005968,创金合信工业周期股票A,CJHXGYZQGPA,股票型,55.4226,-2.7877,7.1160,42.0350,39.1693,102.7455,114.5983,,,,1,2020-08-14,1.8831,1.5039,1,0.15%,100,1,1.50%,0.15%
519918,华夏兴和混合,HXXHHH,混合型,40.5405,0.1712,-4.3336,41.8182,31.3869,70.6783,77.5417,45.6129,32.0542,,1,2020-08-14,2.34,1.0799,1,0.15%,100,1,1.50%,0.15%
001102,前海开源国家比较优势混合,QHKYGJBJYSHH,混合型,67.9318,-2.0533,-3.3861,41.8021,53.8035,95.5798,137.0342,142.4940,208.3838,,1,2020-08-14,3.0530,1.4623,1,0.15%,100,1,1.50%,0.15%
005969,创金合信工业周期股票C,CJHXGYZQGPC,股票型,54.7494,-2.8024,7.0559,41.7896,38.6950,101.3018,111.8265,,,,1,2020-08-14,1.8556,1.4987,1,0.00%,100,0,,
040011,华安核心优选混合,HAHXYXHH,混合型,37.2342,-1.0368,10.8758,41.4335,39.4916,55.85,83.8352,83.7141,116.2204,,1,2020-08-14,2.0522,1.0090,1,0.15%,100,1,1.50%,0.15%
001186,富国文体健康股票,FGWTJKGP,股票型,62.0605,-2.0267,9.3216,41.3695,52.5789,95.8498,107.1055,135.9524,129.6640,,1,2020-08-14,1.9820,1.5369,0,0.15%,100,1,1.50%,0.15%
000976,长城新兴产业混合,CCXXCYHH,混合型,81.5944,-3.4084,8.4090,41.3088,61.0782,121.2150,126.6434,115.3787,120.2524,,1,2020-08-14,2.5307,2.3456,1,0.15%,100,1,1.50%,0.15%
001040,新华策略精选股票,XHCLJXGP,股票型,63.9430,0,5.3976,41.2791,60.9272,92.6872,122.7088,129.7269,127.1028,,1,2020-08-14,2.1870,1.1563,1,0.15%,100,1,1.50%,0.15%
040020,华安升级主题混合,HASJZTHH,混合型,51.2163,1.7699,4.2139,41.2777,48.1005,70.4967,114.7527,101.2248,118.9513,,1,2020-08-14,2.30,1.5004,1,0.15%,100,1,1.50%,0.15%
006615,工银战略新兴产业混合A,GYZLXXCYHHA,混合型,77.1296,-1.3977,5.2435,41.2262,55.0334,106.3121,,,,,1,2020-08-14,2.1376,1.1882,1,0.15%,100,1,1.50%,0.15%
001445,华安国企改革主题灵活配置混合,HAGQGGZTLHPZHH,混合型,55.8696,-0.4512,2.0641,41.2112,44.7754,77.0370,136.6337,136.8291,165.5556,,1,2020-08-14,2.8680,0.5610,1,0.15%,100,1,1.50%,0.15%
006616,工银战略新兴产业混合C,GYZLXXCYHHC,混合型,76.6867,-1.4037,5.2128,41.0908,54.7265,104.9961,,,,,1,2020-08-14,2.1213,1.1878,1,0.00%,100,0,,
002910,易方达供给改革混合,YFDGGGGHH,混合型,64.7456,-0.9490,8.9854,41.0348,52.1823,97.9167,63.1530,49.5851,,,1,2020-08-14,1.5865,0.3352,1,0.15%,100,1,1.50%,0.15%
161834,银华鑫锐灵活配置混合(LOF),YHXRLHPZHHLOF,混合型,62.50,0.5011,6.5250,40.9639,50.8056,77.0492,70.1818,40.5405,,,1,2020-08-14,1.4040,0,1,0.15%,100,1,1.50%,0.15%
540008,汇丰晋信低碳先锋股票,HFJXDTXFGP,股票型,56.6453,-0.9132,-1.7548,40.7368,23.4532,110.7530,83.1709,35.6490,3.3992,,1,2020-08-14,2.1050,0.7563,1,0.15%,100,1,1.50%,0.15%
001643,汇丰晋信智造先锋股票A,HFJXZZXFGPA,股票型,57.0716,-0.6221,-1.7318,40.6093,24.3667,110.6289,145.2817,111.4869,,,1,2020-08-14,2.0768,0.84,1,0.15%,100,1,1.50%,0.15%
001644,汇丰晋信智造先锋股票C,HFJXZZXFGPC,股票型,56.5916,-0.6318,-1.7721,40.4403,24.0629,109.7168,143.0573,108.4027,,,1,2020-08-14,2.0288,0.84,1,0.00%,100,0,,
006266,永赢智能领先混合A,YYZNLXHHA,混合型,41.3573,-1.9054,2.9776,40.4153,36.2556,86.3636,,,,,1,2020-08-14,1.8122,1.1047,1,0.15%,100,1,1.50%,0.15%
008061,惠升惠新混合A,HSHXHHA,混合型,,1.2966,21.5781,40.3994,,,,,,,1,2020-08-14,1.3359,1.1432,1,0.10%,100,1,1.00%,0.10%
001384,东方新思路混合A,DFXSLHHA,混合型,52.8555,0.3549,6.1358,40.3842,53.7225,70.4403,67.8452,51.2558,46.2723,,1,2020-08-14,1.3008,2.5059,1,0.08%,100,1,0.80%,0.08%
005136,华安幸福生活混合,HAXFSHHH,混合型,62.1221,-2.77,5.9039,40.3680,44.1307,95.8024,138.7684,,,,1,2020-08-14,2.1131,0.9411,1,0.15%,100,1,1.50%,0.15%
006269,永赢智能领先混合C,YYZNLXHHC,混合型,41.1834,-1.9086,2.9623,40.3486,36.1331,85.6437,,,,,1,2020-08-14,1.8039,1.1041,1,0.00%,100,0,,
008062,惠升惠新混合C,HSHXHHC,混合型,,1.2908,21.5601,40.2586,,,,,,,1,2020-08-14,1.3340,1.1372,1,0.00%,100,0,,
001385,东方新思路混合C,DFXSLHHC,混合型,52.4761,0.3543,6.1012,40.2465,53.4304,69.7563,66.5621,49.5074,43.4342,,1,2020-08-14,1.2747,2.5090,1,0.00%,100,0,,
001387,中融新经济混合A,ZRXJJHHA,混合型,78.9492,-3.9756,9.2252,40.1274,64.9809,118.5215,129.4608,115.6723,,,1,2020-08-14,3.6230,1.5130,0,0.15%,100,1,1.50%,0.15%
001388,中融新经济混合C,ZRXJJHHC,混合型,78.7554,-3.9790,9.1994,40.0971,64.8715,118.1144,128.6007,113.6071,,,1,2020-08-14,2.1960,1.5257,0,0.00%,100,0,,
161726,招商国证生物医药指数分级,ZSGZSWYYZSFJ,股票指数,90.3327,-6.5315,1.2218,40.0632,64.5878,117.5151,143.5994,161.0009,110.0222,,1,2020-08-14,1.0604,1.1832,1,0.10%,100,1,1.00%,0.10%
090016,大成消费主题混合,DCXFZTHH,混合型,53.0914,0.0642,8.7108,40.0360,46.3415,79.5167,92.1184,90.0123,5.9783,,1,2020-08-14,1.56,0.7752,1,0.15%,100,1,1.50%,0.15%
001701,中融产业升级混合,ZRCYSJHH,混合型,78.5276,-4.3943,10.0709,39.9880,53.4608,126.4591,143.5146,134.9142,,,1,2020-08-14,2.3280,1.4821,1,0.15%,100,1,1.50%,0.15%
005774,华夏产业升级混合,HXCYSJHH,混合型,52.8447,-3.3818,6.3256,39.6912,38.2161,76.0565,,,,,1,2020-08-14,1.8456,1.7196,1,0.15%,100,1,1.50%,0.15%
006259,添富红利增长混合A,TFHLZZHHA,混合型,39.6388,-1.4094,5.8843,39.6871,40.5864,61.6223,,,,,1,2020-08-14,1.6159,1.6225,1,0.15%,100,1,1.50%,0.15%
000880,富国研究精选灵活配置混合,FGYJJXLHPZHH,混合型,46.6623,-0.7159,2.5890,39.6476,41.2476,66.4666,70.4301,63.4021,44.9379,,1,2020-08-14,2.2190,1.6491,1,0.15%,100,1,1.50%,0.15%
002340,富国价值优势混合,FGJZYSHH,混合型,59.3076,-1.1620,3.4267,39.5823,47.7368,95.3375,117.2601,119.8121,,,1,2020-08-14,2.8070,1.6661,1,0.15%,100,1,1.50%,0.15%
000601,华宝创新优选混合,HBCXYXHH,混合型,65.8074,-0.8613,0.6443,39.5661,36.7730,116.9643,150.2289,122.7088,100.8265,,1,2020-08-14,2.1870,2.5316,1,0.15%,100,1,1.50%,0.15%
006604,嘉实消费精选股票A,JSXFJXGPA,股票型,51.2882,1.66,4.9902,39.4972,53.5919,70.3119,,,,,1,2020-08-14,1.7147,2.5968,1,0.15%,100,1,1.50%,0.15%
001216,易方达新收益混合A,YFDXSYHHA,混合型,45.2148,0.3712,7.5199,39.4280,37.5578,67.9277,135.8446,148.6622,187.3430,,1,2020-08-14,2.9740,1.0877,1,0.12%,100,1,1.20%,0.12%
006260,添富红利增长混合C,TFHLZZHHC,混合型,38.9474,-1.4257,5.8099,39.4082,40.0193,60.1685,,,,,1,2020-08-14,1.5972,1.6160,1,0.00%,100,0,,
001856,易方达环保主题混合,YFDHBZTHH,混合型,57.5778,-0.1258,7.1557,39.4028,43.3474,94.8445,144.9588,133.2027,,,1,2020-08-14,2.3810,1.0611,1,0.15%,100,1,1.50%,0.15%
006605,嘉实消费精选股票C,JSXFJXGPC,股票型,50.8383,1.6560,4.95,39.32,53.2168,69.2951,,,,,1,2020-08-14,1.7004,2.6006,1,0.00%,100,0,,
001217,易方达新收益混合C,YFDXSYHHC,混合型,45.0599,0.3452,7.4677,39.2908,37.4468,67.5504,133.8697,145.9391,183.0574,,1,2020-08-14,2.9070,1.0779,1,0.00%,100,0,,
005680,财通资管价值成长混合,CTZGJZCZHH,混合型,67.2430,-1.1457,4.7899,39.2756,55.2652,98.8293,,,,,1,2020-08-14,2.1571,2.2225,1,0.15%,100,1,1.50%,0.15%
310388,申万菱信消费增长混合,SWLXXFZZHH,混合型,67.2189,-1.5050,0.3632,39.2497,51.9243,91.2588,133.4232,132.5090,127.6827,,1,2020-08-14,2.4870,1.7594,1,0.15%,100,1,1.50%,0.15%
164205,天弘文化新兴产业,THWHXXCY,股票型,38.8093,3.3095,14.2356,39.1813,40.3577,65.1847,130.1404,120.5746,125.8187,,1,2020-08-14,2.4411,2.1937,1,0.15%,100,1,1.50%,0.15%
040016,华安行业轮动混合,HAHYLDHH,混合型,48.6861,1.9727,4.5002,39.1715,45.3131,70.7926,114.2390,110.8812,118.4337,,1,2020-08-14,2.8121,1.7218,1,0.15%,100,1,1.50%,0.15%
550015,信诚至远A,XCZYA,混合型,70.8403,-0.7225,3.0092,39.1582,38.4521,86.4236,97.4421,93.1704,106.8014,,1,2020-08-14,1.9375,1.7541,0,0.08%,100,1,0.80%,0.08%
161024,富国中证军工指数分级,FGZZJGZSFJ,股票指数,52.6429,-3.4370,13.7957,39.0940,46.2392,54.6541,63.63,25.1410,-32.2615,,1,2020-08-14,1.18,3.1469,1,0.12%,100,1,1.20%,0.12%
001156,申万菱信新能源汽车混合,SWLXXNYQCHH,混合型,43.5696,-2.6690,-2.0299,39.0678,20.4846,87.1152,96.9988,71.1157,67.1079,,1,2020-08-14,1.6410,1.4215,1,0.15%,100,1,1.50%,0.15%
550016,信诚至远C,XCZYC,混合型,70.4902,-0.7270,2.9832,39.0449,38.2268,85.8033,96.4285,197.7443,172.9429,,1,2020-08-14,2.7720,1.7546,0,0.00%,100,0,0.00%,0.00%
001558,天弘医疗健康混合A,THYLJKHHA,混合型,81.6812,-4.8672,6.1181,38.9832,62.5817,108.1171,130.5107,129.4479,109.9632,,1,2020-08-14,1.9409,0.3568,1,0.12%,100,1,1.20%,0.12%
000793,工银高端制造股票,GYGDZZGP,股票型,63.9073,-1.4599,2.9820,38.9149,38.2682,88.6912,86.0902,48.0558,10.4911,,1,2020-08-14,1.4850,1.2270,0,0.15%,100,1,1.50%,0.15%
008901,富国内需增长混合,FGNXZZHH,混合型,,-1.9862,0.8598,38.9148,,,,,,,1,2020-08-14,1.4311,1.4821,0,0.15%,100,1,1.50%,0.15%
001559,天弘医疗健康混合C,THYLJKHHC,混合型,81.2441,-4.8699,6.0867,38.8606,62.2598,107.3104,128.6998,126.9052,106.57,,1,2020-08-14,1.9085,0.3576,1,0.00%,100,0,,
003017,广发中证军工ETF联接A,GFZZJGETFLJA,联接基金,52.7664,-3.4468,14.0028,38.8002,46.8147,55.8114,70.9368,33.3602,,,1,2020-08-14,1.1569,3.1289,1,0.12%,10,1,1.20%,0.12%
005693,广发中证军工ETF联接C,GFZZJGETFLJC,联接基金,52.5948,-3.4506,13.9870,38.7442,46.6684,55.4270,70.3922,,,,1,2020-08-14,1.1556,3.1233,1,0.00%,100,0,,
001694,华安沪港深外延增长混合,HAHGSWYZZHH,混合型,59.9317,-3.4188,4.9984,38.6210,41.0069,100.7967,156.8183,144.3096,,,1,2020-08-14,3.2770,0.9861,1,0.15%,100,1,1.50%,0.15%
002148,国寿安保稳惠混合,GSABWHHH,混合型,58.4272,-0.6164,1.2946,38.6177,36.9317,73.5347,99.5209,97.6623,,,1,2020-08-14,1.7252,1.8178,1,0.10%,100,1,1.00%,0.10%
006179,富国品质生活混合,FGPZSHHH,混合型,61.5660,-2.0583,1.3659,38.5313,57.5297,72.2610,,,,,1,2020-08-14,1.8034,1.1668,0,0.15%,100,1,1.50%,0.15%
005668,融通新能源汽车主题精选混合A,RTXNYQCZTJXHHA,混合型,50.3303,0.60,1.8925,38.50,35.6879,107.6372,106.8059,,,,1,2020-08-14,1.9113,1.8165,1,0.15%,100,1,1.50%,0.15%
000969,前海开源大安全混合,QHKYDAQHH,混合型,51.4184,-1.1002,5.1724,38.4117,46.3582,68.2759,72.0040,67.6153,29.5903,,1,2020-08-14,1.7080,2.8916,1,0.15%,100,1,1.50%,0.15%
008260,长城价值优选混合,CCJZYXHH,混合型,,-2.4755,7.3343,38.3784,,,,,,,1,2020-08-14,1.4064,2.1054,1,0.15%,100,1,1.50%,0.15%
001986,前海开源人工智能主题混合,QHKYRGZNZTHH,混合型,48.0190,-3.3626,-4.7910,38.3704,33.0484,75.8945,75.8945,49.7995,,,1,2020-08-14,1.8680,2.0765,1,0.15%,100,1,1.50%,0.15%
006314,中融策略优选混合A,ZRCLYXHHA,混合型,67.9706,-2.9361,4.1393,38.2641,53.4493,109.1750,,,,,1,2020-08-14,2.2844,1.6192,1,0.15%,100,1,1.50%,0.15%
008271,大成优势企业混合A,DCYSQYHHA,混合型,42.14,2.2149,7.0170,38.2550,40.6213,,,,,,1,2020-08-14,1.4214,1.5358,1,0.15%,100,1,1.50%,0.15%
519915,富国消费主题混合,FGXFZTHH,混合型,56.7091,-2.1978,2.0158,38.2431,54.5509,67.1632,136.1389,152.5440,81.8886,,1,2020-08-14,2.5810,1.0967,1,0.15%,100,1,1.50%,0.15%
001827,富国研究优选沪港深混合,FGYJYXHGSHH,混合型,42.9874,-2.7659,2.1543,38.1436,38.2373,65.3690,75.7759,68.7914,,,1,2020-08-14,2.0390,1.0907,1,0.15%,100,1,1.50%,0.15%
006315,中融策略优选混合C,ZRCLYXHHC,混合型,67.3692,-2.9436,4.0988,38.1247,53.0573,107.1744,,,,,1,2020-08-14,2.2553,1.6176,1,0.00%,100,0,,
001163,银华中国梦30股票,YHZGM30GP,股票型,55.4416,0.87,4.8962,38.1219,58.6957,79.0191,105.9561,101.3279,108.5714,,1,2020-08-14,1.9710,2.2303,1,0.15%,100,1,1.50%,0.15%
163818,中银中小盘成长混合,ZYZXPCZHH,混合型,58.2790,0.5383,2.8814,38.1115,44.9552,91.6338,102.5021,74.0502,41.7396,,1,2020-08-14,2.4280,1.1245,1,0.15%,100,1,1.50%,0.15%
