基金代码,基金名称,名称缩写,基金类型,今年来,近1周,近1月,近3月,近6月,近1年,近2年,近3年,n0,不知道是啥,page_num,数据来源日期,净值,日增长率,total_page_num,手续费,购买起点（元),page_num2,原先手续费,现在手续费,基金规模,基金经理url,成立时间,跟踪误差率,当前经理管理天数,当前回报率,经理工作年限,经理管理过的基金数量,经理平均名次,经理平均回报率,跑赢均值比例,排名在前50%比例
3958,安信量化精选沪深300增强C,AXLHJXHS300ZQC,股票指数,27.6666,0.1392,0.8412,26.6347,27.5431,46.1709,65.5992,56.9431,,,1,2020-08-14,1.5823,1.5793,1,0.00%,100,0.0,,,1.89亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_003958.html,2017-03-16,0.14%,877,50.56,2.808219178082192,10,0.4442418302037599,1.6919999999999995,0.8,0.8
5113,平安沪深300指数量化A,PAHS300ZSLHA,股票指数,25.5624,0.4401,-0.0547,26.6323,24.3893,40.5432,56.8028,,,,1,2020-08-14,1.2781,1.8812,1,0.12%,100,1.0,1.20%,0.12%,0.24亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_005113.html,2017-12-26,0.19%,54,18.66,0.2876712328767123,15,0.4582879784087427,0.12200000000000012,0.7333333333333333,0.7333333333333333
3016,中金中证500A,ZJZZ500A,股票指数,36.3578,-0.1548,0.8362,26.6155,32.4493,55.8743,57.0627,40.278,,,1,2020-08-14,1.4833,1.0285,1,0.10%,100,1.0,1.00%,0.10%,0.87亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_003016.html,2016-07-22,0.32%,1243,41.05,3.4054794520547937,19,0.4996808967064174,8.23842105263158,0.2631578947368421,0.2631578947368421
160616,鹏华中证500指数(LOF)A,PHZZ500ZSLOFA,股票指数,35.1852,-0.6803,-0.7417,26.5563,30.0405,52.2275,46.5328,20.4801,-5.4738,,1,2020-08-14,1.6059999999999999,1.0063,1,0.12%,100,1.0,1.20%,0.12%,2.82亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_160616.html,2010-02-05,0.12%,1428,27.68,4.1643835616438345,30,0.6161383265282001,-16.930666666666667,0.26666666666666666,0.3666666666666665
7594,鹏扬中证500质量成长指数C,PYZZ500ZLCZZSC,股票指数,33.2738,-1.1851,-0.0282,26.5173,28.9574,,,,,,1,2020-08-14,1.4175,1.3658,1,0.00%,100,0.0,,,0.21亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_007594.html,2019-08-29,--,359,45.68,0.9835616438356164,4,0.6026390152280844,-0.447499999999998,0.5,0.5
6938,鹏华中证500指数(LOF)C,PHZZ500ZSLOFC,股票指数,34.9801,-0.6452,-0.7616,26.5123,29.908,51.9283,,,,,1,2020-08-14,1.694,1.0137,1,0.00%,100,0.0,,,0.16亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_006938.html,2019-01-22,0.12%,578,69.8,4.1643835616438345,30,0.6161383265282001,-16.930666666666667,0.26666666666666666,0.3666666666666665
673100,西部利得沪深300指数增强A,XBLDHS300ZSZQA,股票指数,34.1864,0.1742,0.0954,26.5115,30.274,54.4219,73.4073,78.5683,,,1,2020-08-14,1.7828,1.7638,0,0.08%,100,1.0,0.80%,0.08%,0.11亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_673100.html,2017-03-21,0.25%,829,61.89,3.7452054794520553,8,0.4330436592337218,6.764999999999998,0.5,0.625
162213,泰达宏利沪深300指数增强A,TDHLHS300ZSZQA,股票指数,23.9205,0.5129,-0.0583,26.5109,25.6918,36.6153,59.6354,51.1236,68.5305,,1,2020-08-14,2.0577,1.4795,1,0.12%,100,1.0,1.20%,0.12%,2.50亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_162213.html,2010-04-23,0.19%,572,70.77,2.0356164383561643,17,0.5042639511433823,-3.668823529411764,0.4705882352941176,0.6470588235294118
3578,中金中证500C,ZJZZ500C,股票指数,36.0133,-0.1616,0.8026,26.4829,32.1798,54.5844,55.5089,39.2726,,,1,2020-08-14,1.482,1.0225,1,0.00%,1000,0.0,,,0.29亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_003578.html,2016-11-28,0.32%,1243,40.86,3.4054794520547937,19,0.4996808967064174,8.23842105263158,0.2631578947368421,0.2631578947368421
5114,平安沪深300指数量化C,PAHS300ZSLHC,股票指数,25.1894,0.4399,-0.0955,26.4753,24.1008,39.8085,54.6865,,,,1,2020-08-14,1.2559,1.882,1,0.00%,100,0.0,,,0.27亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_005114.html,2017-12-26,0.19%,54,18.59,0.2876712328767123,15,0.4582879784087427,0.12200000000000012,0.7333333333333333,0.7333333333333333
3548,泰达宏利沪深300指数增强C,TDHLHS300ZSZQC,股票指数,23.6893,0.5118,-0.0775,26.435,25.5037,36.2069,59.3062,50.6797,,,1,2020-08-14,2.0619,1.4814,0,0.00%,100,0.0,,,0.69亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_003548.html,2017-02-09,0.19%,572,70.62,2.0356164383561643,17,0.5042639511433823,-3.668823529411764,0.4705882352941176,0.6470588235294118
161715,招商大宗商品(LOF),ZSDZSPLOF,股票指数,15.7652,-3.1011,2.3722,26.4106,17.6142,23.2732,21.6216,-10.1536,-4.5385,,1,2020-08-14,1.053,-0.3218,1,0.12%,100,1.0,1.20%,0.12%,0.43亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_161715.html,2012-06-28,0.10%,1082,-13.51,3.0027397260273974,17,0.4695140180286086,36.42882352941177,0.6470588235294118,0.5294117647058824
656,前海开源沪深300指数,QHKYHS300ZS,股票指数,25.3763,0.4911,1.2369,26.4093,26.4411,40.9,59.6615,52.9634,41.4522,,1,2020-08-14,1.6369999999999998,1.425,1,0.12%,100,1.0,1.20%,0.12%,1.89亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_000656.html,2014-06-17,0.18%,10,1.73,3.5013698630136987,11,0.500188712742503,-12.576363636363634,0.5454545454545454,0.5454545454545454
673101,西部利得沪深300指数增强C,XBLDHS300ZSZQC,股票指数,33.8509,0.1636,0.0563,26.3734,30.0,53.7223,,,,,1,2020-08-14,1.7758,1.765,1,0.00%,100,0.0,,,2.41亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_673101.html,2018-12-27,0.25%,604,93.57,3.7452054794520553,8,0.4330436592337218,6.764999999999998,0.5,0.625
1550,天弘中证医药100A,THZZYY100A,股票指数,53.1807,-4.1848,-1.2957,26.2193,38.6447,68.3625,66.0315,66.0543,32.0253,,1,2020-08-14,1.2112,0.8829,1,0.10%,100,1.0,1.00%,0.10%,5.40亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_001550.html,2015-06-30,0.16%,284,54.98,2.5945205479452054,8,0.3985557029044613,7.743750000000001,0.5,0.75
4854,广发中证全指汽车指数A,GFZZQZQCZSA,股票指数,20.9834,0.9434,-1.9081,26.1758,24.4859,25.8824,20.8246,-8.0076,,,1,2020-08-14,0.9202,0.3052,1,0.10%,100,1.0,1.00%,0.10%,0.70亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_004854.html,2017-07-31,0.16%,1118,-8.17,4.863013698630136,22,0.6322375243842397,-14.812272727272727,0.3181818181818182,0.3636363636363637
1551,天弘中证医药100C,THZZYY100C,股票指数,53.0028,-4.185,-1.3105,26.1616,38.5078,68.0326,65.3867,64.9993,30.5922,,1,2020-08-14,1.1974,0.8847,1,0.00%,100,0.0,,,3.83亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_001551.html,2015-06-30,0.16%,284,54.73,2.5945205479452054,8,0.3985557029044613,7.743750000000001,0.5,0.75
1879,长城创业板指数增强A,CCCYBZSZQA,股票指数,60.3935,-2.7554,-7.1387,26.1424,32.0061,89.0243,119.5965,106.2202,,,1,2020-08-14,2.0787,2.0772,1,0.15%,100,1.0,1.50%,0.15%,3.04亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_001879.html,2017-06-01,0.35%,246,59.69,5.668493150684933,27,0.4771023161350879,3.8411111111111085,0.4444444444444444,0.4814814814814815
5062,博时中证500指数增强A,BSZZ500ZSZQA,股票指数,34.7228,-1.2926,-1.3136,26.1276,31.6597,56.1222,60.7263,,,,1,2020-08-14,1.3898,1.2531,1,0.12%,100,1.0,1.20%,0.12%,3.77亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_005062.html,2017-09-26,0.24%,1061,40.94,5.093150684931507,9,0.38292030444452974,6.727777777777778,0.6666666666666666,0.8888888888888888
4855,广发中证全指汽车指数C,GFZZQZQCZSC,股票指数,20.8416,0.9336,-1.9315,26.115,24.3572,25.7182,20.6353,-8.1092,,,1,2020-08-14,0.919,0.3056,1,0.00%,100,0.0,,,0.49亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_004855.html,2017-07-31,0.16%,1118,-8.29,4.863013698630136,22,0.6322375243842397,-14.812272727272727,0.3181818181818182,0.3636363636363637
6020,广发沪深300指数增强A,GFHS300ZSZQA,股票指数,25.229,0.2298,1.3185,26.1098,26.1985,40.7256,63.9272,,,,1,2020-08-14,1.6137,1.7337,1,0.15%,100,1.0,1.50%,0.15%,4.42亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_006020.html,2018-06-29,0.19%,785,62.11,2.150684931506849,10,0.4628924953459757,-0.8587500000000023,0.3,0.5
530018,建信深证100指数增强,JXSZ100ZSZQ,股票指数,31.3038,-0.0672,-2.8760000000000003,26.1084,29.7227,50.9798,59.2935,47.8207,48.8931,,1,2020-08-14,2.3808,1.6741,1,0.15%,100,1.0,1.50%,0.15%,0.89亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_530018.html,2012-03-16,0.17%,3081,138.42,10.802739726027395,22,0.4252899484342907,-1.6977272727272734,0.5,0.5454545454545454
6928,长城创业板指数增强C,CCCYBZSZQC,股票指数,59.9581,-2.7598,-7.1603,26.0536,31.8193,87.9178,,,,,1,2020-08-14,2.0577,2.0786,1,0.00%,100,0.0,0.00%,0.00%,2.71亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_006928.html,2019-01-29,0.35%,246,59.22,5.668493150684933,27,0.4771023161350879,3.8411111111111085,0.4444444444444444,0.4814814814814815
368,汇添富沪深300安中指数,HTFHS300AZZS,股票指数,30.6928,-0.2543,1.3007,26.0352,28.8408,45.6546,53.2851,42.9516,29.8278,,1,2020-08-14,2.1184,1.1652,1,0.12%,100,1.0,1.20%,0.12%,3.36亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_000368.html,2013-11-06,0.13%,2481,113.55,10.547945205479452,24,0.6470287552656734,-10.839166666666666,0.25,0.3333333333333333
160807,长盛沪深300指数(LOF),CSHS300ZSLOF,股票指数,25.6453,0.2528,1.3418,26.029,26.9881,41.6893,57.1121,44.3388,33.788000000000004,,1,2020-08-14,1.5859999999999999,1.4715,1,0.12%,100,1.0,1.20%,0.12%,2.72亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_160807.html,2010-08-04,0.16%,318,36.88,1.2328767123287672,20,0.5534406032671262,-12.448,0.2,0.35
1588,天弘中证800指数A,THZZ800ZSA,股票指数,26.4179,-0.0633,-1.2039,26.0271,26.7857,43.1095,57.1891,44.6658,24.9308,,1,2020-08-14,1.2638,1.3798,1,0.10%,100,1.0,1.00%,0.10%,0.17亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_001588.html,2015-07-16,0.13%,284,34.9,3.3506849315068483,46,0.5462131030387865,-2.716521739130436,0.3478260869565217,0.4782608695652174
5795,博时中证500指数增强C,BSZZ500ZSZQC,股票指数,34.3905,-1.2973,-1.3397,26.0042,31.3902,55.4991,59.4605,,,,1,2020-08-14,1.3771,1.2574,1,0.00%,100,0.0,,,1.42亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_005795.html,2018-03-31,0.24%,875,44.22,5.093150684931507,9,0.38292030444452974,6.727777777777778,0.6666666666666666,0.8888888888888888
6021,广发沪深300指数增强C,GFHS300ZSZQC,股票指数,24.9298,0.2252,1.2833,25.9909,25.9513,40.203,62.8481,,,,1,2020-08-14,1.6021,1.74,1,0.00%,100,0.0,,,1.66亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_006021.html,2018-06-29,0.19%,785,60.93,2.150684931506849,10,0.4628924953459757,-0.8587500000000023,0.3,0.5
1589,天弘中证800指数C,THZZ800ZSC,股票指数,26.2636,-0.07200000000000001,-1.2258,25.958000000000002,26.6734,42.8081,56.5359,43.745,23.5044,,1,2020-08-14,1.249,1.3716,1,0.00%,100,0.0,,,0.11亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_001589.html,2015-07-16,0.13%,284,34.69,3.3506849315068483,46,0.5462131030387865,-2.716521739130436,0.3478260869565217,0.4782608695652174
160637,鹏华创业板分级,PHCYBFJ,股票指数,44.8529,-2.8205,-5.8775,25.9268,26.8528,67.7954,69.7166,40.8454,-1.1626,,1,2020-08-14,1.137,1.6086,1,0.12%,100,1.0,1.20%,0.12%,2.06亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_160637.html,2015-06-09,0.11%,847,43.06,4.1643835616438345,30,0.6161383265282001,-16.930666666666667,0.26666666666666666,0.3666666666666665
2236,大成360互联网+大数据100A,DC360HLWDSJ100A,股票指数,28.1843,1.2848,0.7097,25.9095,26.6964,55.4217,65.9649,29.0,,,1,2020-08-14,1.419,0.7097,1,0.12%,100,1.0,1.20%,0.12%,0.59亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_002236.html,2016-02-03,0.15%,1662,42.0,5.715068493150685,8,0.6547342484766575,-27.627500000000005,0.25,0.25
164304,新华中证环保产业指数分级,XHZZHBCYZSFJ,股票指数,25.2325,0.5495,1.3149,25.7732,18.2553,38.4269,25.2291,-9.1281,-29.7528,,1,2020-08-14,1.464,0.6878,1,0.10%,100,1.0,1.00%,0.10%,0.59亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_164304.html,2014-09-11,0.09%,1086,-12.89,3.0438356164383564,8,0.5899511032750681,-19.125,0.125,0.5
6783,红土创新中证500增强A,HTCXZZ500ZQA,股票指数,33.4245,-0.6044,-0.9108,25.7715,29.4672,47.1543,,,,,1,2020-08-14,1.4143,1.2891,1,0.12%,100,1.0,1.20%,0.12%,0.23亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_006783.html,2019-02-25,0.26%,491,25.72,1.4904109589041097,4,0.5486499068901304,-8.944999999999997,0.0,0.0
2310,创金合信沪深300指数增强A,CJHXHS300ZSZQA,股票指数,24.5142,0.1028,-0.1299,25.7468,26.0723,40.6239,59.25,53.08,,,1,2020-08-14,1.4608,1.4092,1,0.15%,100,1.0,1.50%,0.15%,2.06亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_002310.html,2015-12-31,0.16%,414,39.37,6.906849315068492,20,0.5628485905391816,-6.2970000000000015,0.5,0.55
8778,嘉实中证500指数增强A,JSZZ500ZSZQA,股票指数,,-0.8372,-1.7569,25.7383,28.0617,,,,,,1,2020-08-14,1.3029,0.8124,1,0.10%,100,1.0,1.00%,0.10%,0.79亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_008778.html,2020-01-20,--,215,31.74,3.1698630136986297,7,0.4836770280101957,-4.024285714285711,0.42857142857142855,0.42857142857142855
2315,创金合信沪深300指数增强C,CJHXHS300ZSZQC,股票指数,24.4357,0.0959,-0.1367,25.7099,26.0134,40.3863,59.3066,53.1083,,,1,2020-08-14,1.4609999999999999,1.409,1,0.00%,100,0.0,,,2.86亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_002315.html,2015-12-31,0.16%,414,39.11,6.906849315068492,20,0.5628485905391816,-6.2970000000000015,0.5,0.55
3359,大成360互联网+大数据100C,DC360HLWDSJ100C,股票指数,27.6401,1.1645,0.5789,25.6782,26.2489,54.4445,63.9151,26.5938,,,1,2020-08-14,1.39,0.7246,1,0.00%,100,0.0,,,0.10亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_003359.html,2017-01-18,0.15%,1312,23.43,5.715068493150685,8,0.6547342484766575,-27.627500000000005,0.25,0.25
6063,景顺长城MSCI中国A股国际通,JSCCMSCIZGAGGJT,股票指数,28.6393,0.218,-1.5571,25.6771,27.7619,43.2091,54.9372,,,,1,2020-08-14,1.5173,1.4238,1,0.15%,100,1.0,1.50%,0.15%,0.63亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_006063.html,2018-07-10,0.57%,50,9.74,6.347945205479452,26,0.5885920023757181,-10.573846153846151,0.2307692307692308,0.2307692307692308
6784,红土创新中证500增强C,HTCXZZ500ZQC,股票指数,33.116,-0.6137,-0.9352,25.6712,29.2806,46.8675,,,,,1,2020-08-14,1.4089,1.2868,1,0.00%,100,0.0,,,0.12亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_006784.html,2019-02-25,0.26%,491,25.32,1.4904109589041097,4,0.5486499068901304,-8.944999999999997,0.0,0.0
7275,银河沪深300指数增强A,YHHS300ZSZQA,股票指数,21.7287,1.058,1.2365,25.6625,23.2654,,,,,,1,2020-08-14,1.3182,1.6032,1,0.15%,100,1.0,1.50%,0.15%,0.40亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_007275.html,2019-08-29,--,359,33.91,4.630136986301371,24,0.4596097241113618,-2.905416666666666,0.5416666666666666,0.5416666666666666
3884,汇安沪深300指数增强A,HAHS300ZSZQA,股票指数,30.4104,0.5798,0.2181,25.6208,26.7447,52.5532,66.4936,62.56100000000001,,,1,2020-08-14,1.6999,1.4866,1,0.12%,100,1.0,1.20%,0.12%,1.66亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_003884.html,2017-01-25,0.30%,400,52.85,2.536986301369863,20,0.5199835051570341,-1.4025000000000003,0.65,0.6
165309,建信沪深300指数(LOF),JXHS300ZSLOF,股票指数,20.6488,1.1335,1.5279,25.611,23.7223,32.8509,48.0746,40.4652,33.8587,,1,2020-08-14,1.5881,1.6124,1,0.12%,100,1.0,1.20%,0.12%,4.54亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_165309.html,2009-11-05,0.16%,3943,60.52,10.802739726027395,22,0.4252899484342907,-1.6977272727272734,0.5,0.5454545454545454
8779,嘉实中证500指数增强C,JSZZ500ZSZQC,股票指数,,-0.8467,-1.7906,25.6063,27.8045,,,,,,1,2020-08-14,1.2999,0.8065,1,0.00%,100,0.0,,,1.30亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_008779.html,2020-01-20,--,215,31.44,3.1698630136986297,7,0.4836770280101957,-4.024285714285711,0.42857142857142855,0.42857142857142855
161213,国投瑞银中证消费服务指数,GTRYZZXFFWZS,股票指数,34.1743,-0.8475,-1.0989,25.6039,33.0301,48.288999999999994,63.522,59.8361,46.7085,,1,2020-08-14,2.34,1.3865,1,0.12%,100,1.0,1.20%,0.12%,0.39亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_161213.html,2010-12-16,0.10%,2191,152.95,6.9095890410958924,14,0.6155346621402329,-17.199285714285715,0.2857142857142857,0.42857142857142855
6327,易方达中证海外联接人民币A,YFDZZHWLJRMBA,QDII-指数,32.0699,-5.38,-2.2854,25.5506,24.1054,59.0997,,,,,1,2020-08-13,1.4879,-1.2412,1,0.12%,100,1.0,1.20%,0.12%,7.35亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_006327.html,2019-01-18,0.17%,582,51.79,9.706849315068494,46,0.509020735531395,-8.28326086956522,0.4130434782608696,0.4565217391304348
7664,永赢创业板指数发起式A,YYCYBZSFQSA,股票指数,48.2289,-2.6271,-5.9453,25.5403,28.5785,,,,,,1,2020-08-14,1.5567,1.5857,1,0.10%,100,1.0,1.00%,0.10%,0.87亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_007664.html,2019-09-10,--,311,57.59,8.43013698630137,23,0.4283210144763103,2.574347826086957,0.5652173913043478,0.5652173913043478
585001,东吴中证新兴指数,DWZZXXZS,股票指数,36.563,-2.5151,-1.5624,25.5179,25.6076,58.9347,51.9116,32.2241,5.921,,1,2020-08-14,1.5814,1.3004,1,0.12%,1000,1.0,1.20%,0.12%,0.79亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_585001.html,2011-02-01,0.13%,30,-0.94,8.30958904109589,13,0.6195149213705131,-10.514615384615384,0.2307692307692308,0.2307692307692308
7665,永赢创业板指数发起式C,YYCYBZSFQSC,股票指数,48.1333,-2.6354,-5.9556,25.5063,28.5136,,,,,,1,2020-08-14,1.5554,1.5871,1,0.00%,100,0.0,,,0.12亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_007665.html,2019-09-10,--,311,57.47,8.43013698630137,23,0.4283210144763103,2.574347826086957,0.5652173913043478,0.5652173913043478
7276,银河沪深300指数增强C,YHHS300ZSZQC,股票指数,21.3565,1.0556,1.196,25.5024,22.9608,,,,,,1,2020-08-14,1.3115,1.6037,1,0.00%,100,0.0,,,0.47亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_007276.html,2019-08-29,--,359,33.21,4.630136986301371,24,0.4596097241113618,-2.905416666666666,0.5416666666666666,0.5416666666666666
9046,东财创业板A,DCCYBA,股票指数,,-2.7831,-6.1808,25.4945,,,,,,,1,2020-08-14,1.4147,1.6673,1,0.12%,100,1.0,1.20%,0.12%,1.81亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_009046.html,2020-03-18,--,157,39.65,0.7205479452054795,10,0.6050883154568225,-4.566,0.4,0.4
3885,汇安沪深300指数增强C,HAHS300ZSZQC,股票指数,30.1032,0.5743,0.1843,25.4936,26.5008,51.9375,64.7022,50.8037,,,1,2020-08-14,1.5762,1.4873,1,0.00%,100,0.0,,,1.57亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_003885.html,2017-01-25,0.30%,400,52.18,2.536986301369863,20,0.5199835051570341,-1.4025000000000003,0.65,0.6
5313,万家中证1000指数增强A,WJZZ1000ZSZQA,股票指数,35.3536,-1.8983,-1.8579,25.4711,33.2743,60.6146,78.7898,,,,1,2020-08-14,1.4315,1.0732,1,0.15%,100,1.0,1.50%,0.15%,0.14亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_005313.html,2018-01-30,0.28%,305,44.81,1.0054794520547945,9,0.4235918491759191,2.1455555555555548,0.6666666666666666,0.6666666666666666
9059,南方沪深300增强A,NFHS300ZQA,股票指数,,-0.3952,0.1714,25.4636,,,,,,,1,2020-08-14,1.2855,1.7009,1,0.12%,100,1.0,1.20%,0.12%,1.71亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_009059.html,2020-04-23,--,121,30.62,6.35068493150685,10,0.39175842042981096,10.216,0.8,0.8
163111,申万菱信中小板指数(LOF)A,SWLXZXBZSLOFA,股票指数,35.2268,-0.6999,-3.2244,25.4331,24.9089,59.2337,50.7567,29.7912,2.6196,,1,2020-08-14,1.4046,1.3932,1,0.12%,100,1.0,1.20%,0.12%,1.54亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_163111.html,2012-05-08,0.12%,29,5.57,0.08493150684931508,18,0.6294387304209579,-0.5672222222222224,0.4444444444444444,0.2222222222222222
6328,易方达中证海外联接人民币C,YFDZZHWLJRMBC,QDII-指数,31.7726,-5.3806,-2.3162,25.4282,23.8556,58.5416,,,,,1,2020-08-13,1.4719,-1.2413,1,0.00%,100,0.0,,,0.36亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_006328.html,2019-01-18,0.17%,582,50.14,9.706849315068494,46,0.509020735531395,-8.28326086956522,0.4130434782608696,0.4565217391304348
519117,浦银安盛基本面400指数,PYASJBM400ZS,股票指数,21.9028,-0.6693,-0.5028,25.4225,23.0822,35.2316,31.4391,8.3993,-12.6533,,1,2020-08-14,1.781,0.7923,1,0.12%,100,1.0,1.20%,0.12%,0.33亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_519117.html,2012-05-14,0.13%,3022,79.4,9.706849315068494,12,0.719248153942511,-20.805,0.16666666666666666,0.16666666666666666
160634,鹏华环保分级,PHHBFJ,股票指数,25.2564,0.5144,1.1387,25.4171,18.1378,39.5698,26.56900000000001,-4.118,-24.2316,,1,2020-08-14,0.977,0.6179,1,0.12%,100,1.0,1.20%,0.12%,0.80亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_160634.html,2015-06-16,0.11%,522,17.88,1.4301369863013698,18,0.5965385979265218,-3.5388888888888914,0.2777777777777778,0.3888888888888889
9047,东财创业板C,DCCYBC,股票指数,,-2.7858,-6.199,25.4149,,,,,,,1,2020-08-14,1.4133,1.6689,1,0.00%,100,0.0,,,0.78亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_009047.html,2020-03-18,--,157,39.5,0.7205479452054795,10,0.6050883154568225,-4.566,0.4,0.4
161227,国投瑞银深证100指数,GTRYSZ100ZS,股票指数,29.2461,-0.4895,-2.3336,25.3744,26.3765,50.1056,67.8067,47.0042,43.2507,,1,2020-08-14,1.423,1.7883,1,0.12%,100,1.0,1.20%,0.12%,3.85亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_161227.html,2015-08-14,0.10%,1835,43.55,6.9095890410958924,14,0.6155346621402329,-17.199285714285715,0.2857142857142857,0.42857142857142855
176,嘉实沪深300指数研究增强,JSHS300ZSYJZQ,股票指数,21.8013,0.7416,0.6798,25.3417,23.7449,37.2323,53.5611,45.8508,50.73,,1,2020-08-14,1.8068,1.6713,1,0.10%,100,1.0,1.00%,0.10%,16.42亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_000176.html,2014-12-26,0.21%,710,62.81,3.1698630136986297,7,0.4836770280101957,-4.024285714285711,0.42857142857142855,0.42857142857142855
7799,申万菱信中小板指数C,SWLXZXBZSC,股票指数,34.976,-0.7015,-3.248,25.3409,24.7251,58.5332,,,,,1,2020-08-14,1.5996,1.3945,1,0.00%,100,0.0,,,0.11亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_007799.html,2019-08-08,0.12%,29,5.54,0.08493150684931508,18,0.6294387304209579,-0.5672222222222224,0.4444444444444444,0.2222222222222222
5314,万家中证1000指数增强C,WJZZ1000ZSZQC,股票指数,35.0123,-1.9055,-1.892,25.3406,33.01,59.8855,77.8642,,,,1,2020-08-14,1.426,1.0774,1,0.00%,100,0.0,,,0.10亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_005314.html,2018-01-30,0.28%,305,44.28,1.0054794520547945,9,0.4235918491759191,2.1455555555555548,0.6666666666666666,0.6666666666666666
160806,长盛同庆中证800(LOF),CSTQZZ800LOF,股票指数,24.963,0.0,0.8573,25.3385,26.6222,39.6247,59.8781,47.525,29.2765,,1,2020-08-14,1.6469999999999998,1.4163,1,0.12%,100,1.0,1.20%,0.12%,3.47亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_160806.html,2009-05-12,0.18%,449,49.42,1.2328767123287672,20,0.5534406032671262,-12.448,0.2,0.35
9060,南方沪深300增强C,NFHS300ZQC,股票指数,,-0.4111,0.1326,25.3319,,,,,,,1,2020-08-14,1.2839,1.695,1,0.00%,100,0.0,,,0.37亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_009060.html,2020-04-23,--,121,30.45,6.35068493150685,10,0.39175842042981096,10.216,0.8,0.8
6034,富国MSCI中国A股国际通,FGMSCIZGAGGJT,股票指数,28.2777,0.0988,-0.9206,25.3275,27.7543,48.3332,,,,,1,2020-08-14,1.722,1.545,0,0.12%,100,1.0,1.20%,0.12%,0.96亿元（2020-06-30）,http://fundf10.eastmoney.com/jjjl_006034.html,2018-12-25,0.59%,593,73.06,9.284931506849317,19,0.5763406781582743,-5.433684210526316,0.4736842105263158,0.42105263157894735
